,KiddeBlackfoot,LudwigHorowitz,JimenezEinstein,HelmholtzBonaventure,SanfordStromberg,RutherfordBrice,LibrevilleEnglishman,ValeriePulitzer,EurasiaChurchill,PerleHerschel,PuritanArmageddon,MoenHadley,NipponPl,OstranderMonterey,MindanaoDebby,FilipinoTitus,HoustonHoffman,ShreveportBahrein,ClarenceCepheus,HillcrestDuncan,HymanBlum,MalagasyCarrie,PeaseRinehart,ConleySaratoga,DoricPygmalion,DelGullah,IanPoynting,HollisterPearce,HanukkahBaylor,LaredoBryant,BradyAbelian,CoolidgeBirmingham,SommerfeldRothschild,MarianneCarbondale,MarilynRowe,BoltonPaulson,ElbaHerman,KaskaskiaGainesville,CardiffBeardsley,OvidGreece,McMullenMarriott,AdelePickford,StyxBahrein,CarruthersPict,WoodardTenneco,WeierstrassBernice,MoroccoHalsey,HelmutDerek,MacassarNorton,ZanzibarCreole,MoroccoFaustian,AriesAustralia,LodowickLaurie,HuntsvilleSolon,KilimanjaroIsis,GranvilleSaul,FahrenheitDusenbury,LindseySiegmund,IranianParaguay,HathawayFrench,RicoAlsop,CorinthianOhio,KnutsonGuthrie,ConnorsMcCarty,MarriettaCain,BengalOakland,EssexBoeotia,GreenblattClinton,SriPritchard,PearceSchafer,UlanConnecticut,PatrickDante
4152272,12,12.0,47.0,21.0,16,13.0,14.0,11.0,9,11.0,13.0,12.0,28,27.0,27.0,30.0,14,27.0,23.0,26.0,14,11.0,12.0,13.0,13,12.0,13.0,46.0,12,13.0,13.0,14.0,10,11.0,13.0,12.0,25,29.0,29.0,54.0,21,25.0,24.0,35.0,11,18.0,17.0,21.0,19,13.0,42.0,14.0,20,13.0,13.0,21.0,9,12.0,16.0,11.0,28,29.0,28.0,32.0,21,24.0,25.0,23.0,19,12.0,18.0,21.0
4154421,17,17.0,18.0,19.0,2,2.0,17.0,2.0,2,13.0,2.0,11.0,38,40.0,43.0,48.0,18,33.0,26.0,18.0,2,2.0,24.0,16.0,2,16.0,22.0,21.0,2,2.0,2.0,19.0,2,2.0,0.0,2.0,42,39.0,42.0,44.0,28,35.0,27.0,30.0,2,25.0,21.0,26.0,2,19.0,20.0,41.0,2,2.0,2.0,30.0,2,2.0,2.0,16.0,39,42.0,44.0,49.0,29,33.0,27.0,17.0,2,17.0,19.0,16.0
4173633,12,12.0,47.0,21.0,16,13.0,14.0,11.0,9,11.0,13.0,12.0,14,14.0,15.0,15.0,14,15.0,13.0,13.0,14,10.0,12.0,13.0,13,12.0,13.0,15.0,12,13.0,13.0,14.0,10,11.0,13.0,12.0,14,15.0,16.0,26.0,13,13.0,13.0,12.0,11,11.0,10.0,12.0,19,13.0,14.0,14.0,20,13.0,13.0,21.0,9,12.0,16.0,11.0,15,15.0,15.0,32.0,14,12.0,13.0,13.0,12,12.0,10.0,13.0
4180774,21,23.0,22.0,23.0,16,20.0,20.0,10.0,9,10.0,11.0,17.0,28,27.0,27.0,30.0,24,27.0,23.0,26.0,12,11.0,12.0,13.0,23,25.0,28.0,26.0,13,20.0,29.0,24.0,14,15.0,11.0,11.0,25,29.0,29.0,54.0,21,25.0,24.0,35.0,11,18.0,17.0,21.0,19,24.0,26.0,26.0,20,19.0,18.0,22.0,9,10.0,17.0,11.0,28,29.0,28.0,32.0,21,24.0,25.0,23.0,19,12.0,18.0,21.0
4185530,21,23.0,22.0,23.0,16,20.0,20.0,10.0,9,10.0,11.0,17.0,28,27.0,27.0,30.0,24,27.0,23.0,26.0,12,11.0,12.0,13.0,23,25.0,28.0,26.0,13,20.0,29.0,24.0,14,15.0,11.0,11.0,25,29.0,29.0,30.0,21,25.0,24.0,35.0,11,18.0,17.0,21.0,19,24.0,26.0,26.0,20,19.0,18.0,22.0,9,10.0,17.0,11.0,28,29.0,28.0,32.0,21,24.0,25.0,23.0,19,12.0,18.0,21.0
4188290,32,0.0,4.0,4.0,0,0.0,4.0,9.0,0,0.0,4.0,8.0,36,41.0,9.0,39.0,19,21.0,19.0,19.0,17,6.0,15.0,22.0,35,0.0,4.0,4.0,0,0.0,4.0,18.0,0,13.0,4.0,4.0,28,24.0,8.0,23.0,17,28.0,17.0,18.0,16,17.0,13.0,15.0,14,0.0,4.0,49.0,0,0.0,4.0,4.0,0,15.0,4.0,4.0,31,49.0,22.0,39.0,27,20.0,20.0,24.0,14,22.0,7.0,17.0
4188325,21,23.0,22.0,23.0,16,20.0,20.0,10.0,9,10.0,11.0,17.0,28,27.0,27.0,30.0,24,27.0,23.0,26.0,13,11.0,12.0,13.0,23,25.0,28.0,26.0,13,20.0,29.0,24.0,14,15.0,11.0,11.0,25,29.0,29.0,30.0,21,25.0,24.0,0.0,11,18.0,17.0,21.0,19,24.0,26.0,26.0,20,19.0,18.0,22.0,9,10.0,17.0,11.0,28,29.0,28.0,32.0,21,24.0,25.0,23.0,19,12.0,18.0,21.0
4190567,45,38.0,8.0,49.0,16,18.0,8.0,7.0,13,16.0,8.0,19.0,8,51.0,51.0,9.0,8,7.0,7.0,40.0,8,6.0,7.0,8.0,43,47.0,8.0,47.0,17,18.0,20.0,8.0,10,22.0,8.0,8.0,8,7.0,49.0,55.0,7,6.0,7.0,7.0,7,7.0,7.0,8.0,20,21.0,46.0,8.0,27,17.0,8.0,7.0,9,21.0,9.0,8.0,8,8.0,8.0,9.0,7,8.0,7.0,8.0,7,6.0,25.0,8.0
4195012,1,1.0,1.0,39.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,45.0,1,32.0,31.0,37.0,1,23.0,23.0,5.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,43.0,1,34.0,33.0,29.0,1,1.0,20.0,5.0,1,1.0,1.0,38.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,42.0,46.0,1,1.0,32.0,5.0,1,26.0,24.0,1.0
4199033,46,39.0,23.0,24.0,20,21.0,34.0,19.0,10,17.0,17.0,18.0,43,49.0,49.0,0.0,36,35.0,35.0,27.0,19,17.0,18.0,28.0,44,48.0,49.0,48.0,18,21.0,13.0,25.0,10,16.0,19.0,18.0,48,44.0,15.0,56.0,22,29.0,25.0,32.0,12,19.0,24.0,22.0,20,42.0,47.0,50.0,27,26.0,19.0,23.0,15,21.0,18.0,17.0,45,50.0,48.0,0.0,24,35.0,36.0,33.0,25,20.0,28.0,28.0
4201020,46,39.0,23.0,24.0,20,21.0,34.0,19.0,9,17.0,17.0,18.0,43,49.0,38.0,54.0,36,35.0,35.0,27.0,19,17.0,18.0,28.0,44,48.0,49.0,48.0,18,21.0,13.0,25.0,10,16.0,19.0,18.0,47,44.0,48.0,56.0,22,29.0,25.0,32.0,18,19.0,24.0,22.0,12,42.0,47.0,50.0,27,26.0,19.0,23.0,15,21.0,18.0,17.0,45,48.0,48.0,54.0,24,35.0,36.0,33.0,25,20.0,28.0,28.0
4201555,45,38.0,48.0,50.0,17,22.0,8.0,32.0,13,16.0,8.0,19.0,11,51.0,51.0,56.0,8,7.0,34.0,40.0,8,6.0,7.0,8.0,43,25.0,50.0,47.0,17,23.0,20.0,27.0,13,22.0,23.0,15.0,49,45.0,49.0,55.0,7,6.0,7.0,7.0,7,7.0,7.0,8.0,41,43.0,46.0,28.0,18,27.0,30.0,24.0,15,22.0,19.0,8.0,8,44.0,8.0,56.0,7,37.0,7.0,8.0,24,6.0,25.0,8.0
4214582,35,40.0,39.0,27.0,24,22.0,34.0,9.0,15,16.0,19.0,15.0,15,31.0,34.0,44.0,33,30.0,27.0,30.0,22,20.0,21.0,24.0,45,27.0,30.0,31.0,19,23.0,22.0,18.0,19,17.0,20.0,19.0,48,41.0,17.0,15.0,25,31.0,28.0,25.0,13,23.0,22.0,24.0,35,16.0,28.0,20.0,21,20.0,21.0,24.0,16,17.0,19.0,18.0,34,34.0,47.0,53.0,26,29.0,28.0,26.0,21,24.0,21.0,25.0
4215611,32,7.0,33.0,26.0,14,24.0,23.0,13.0,6,8.0,10.0,22.0,39,38.0,30.0,19.0,38,17.0,9.0,4.0,16,0.0,4.0,8.0,30,31.0,38.0,9.0,25,15.0,15.0,12.0,6,7.0,12.0,10.0,50,19.0,43.0,20.0,0,8.0,9.0,28.0,9,24.0,9.0,10.0,14,44.0,35.0,19.0,25,15.0,20.0,9.0,6,8.0,11.0,13.0,41,47.0,34.0,20.0,16,27.0,9.0,4.0,18,8.0,15.0,10.0
4227304,1,1.0,1.0,39.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,45.0,1,32.0,31.0,37.0,1,23.0,23.0,5.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,43.0,1,34.0,33.0,29.0,1,1.0,20.0,5.0,1,1.0,1.0,38.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,42.0,46.0,1,1.0,32.0,5.0,1,26.0,24.0,1.0
4227544,1,1.0,1.0,39.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,45.0,1,32.0,31.0,37.0,1,23.0,23.0,5.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,43.0,1,34.0,33.0,29.0,1,1.0,20.0,5.0,1,1.0,1.0,38.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,42.0,46.0,1,1.0,32.0,5.0,1,26.0,24.0,1.0
4227831,46,39.0,23.0,24.0,20,21.0,34.0,19.0,1,17.0,17.0,18.0,43,49.0,38.0,54.0,36,35.0,35.0,27.0,19,17.0,18.0,28.0,44,48.0,49.0,48.0,18,21.0,13.0,25.0,10,16.0,19.0,18.0,47,44.0,48.0,56.0,22,29.0,25.0,32.0,13,19.0,24.0,22.0,20,42.0,47.0,50.0,27,26.0,19.0,23.0,1,21.0,18.0,17.0,45,48.0,48.0,54.0,24,35.0,36.0,33.0,25,20.0,28.0,28.0
4227880,46,39.0,23.0,24.0,20,21.0,34.0,19.0,9,17.0,17.0,18.0,43,49.0,38.0,54.0,36,35.0,35.0,27.0,19,17.0,18.0,28.0,44,48.0,49.0,48.0,18,21.0,13.0,25.0,10,16.0,19.0,18.0,47,44.0,48.0,56.0,22,29.0,25.0,32.0,13,19.0,24.0,22.0,12,42.0,47.0,50.0,27,26.0,19.0,23.0,9,21.0,18.0,17.0,45,48.0,48.0,54.0,24,35.0,36.0,33.0,25,20.0,28.0,28.0
4228105,46,39.0,23.0,24.0,20,21.0,34.0,19.0,9,17.0,17.0,18.0,43,49.0,38.0,54.0,36,35.0,35.0,27.0,19,17.0,18.0,28.0,44,48.0,49.0,48.0,18,21.0,13.0,25.0,10,16.0,19.0,18.0,47,44.0,48.0,56.0,22,29.0,25.0,32.0,13,19.0,24.0,22.0,12,42.0,47.0,50.0,27,26.0,19.0,23.0,15,21.0,18.0,17.0,45,48.0,48.0,54.0,24,35.0,36.0,33.0,25,20.0,28.0,28.0
4228119,46,39.0,23.0,47.0,20,21.0,34.0,19.0,13,17.0,17.0,18.0,22,22.0,24.0,24.0,36,12.0,0.0,21.0,19,9.0,0.0,11.0,44,48.0,49.0,48.0,18,21.0,28.0,25.0,10,16.0,19.0,18.0,21,23.0,24.0,25.0,10,21.0,21.0,20.0,17,10.0,0.0,11.0,20,42.0,47.0,50.0,27,26.0,19.0,23.0,15,21.0,18.0,17.0,22,21.0,24.0,54.0,11,11.0,22.0,20.0,17,9.0,0.0,11.0
4229950,1,1.0,1.0,39.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,45.0,1,32.0,31.0,37.0,1,23.0,23.0,5.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,43.0,1,34.0,33.0,29.0,1,1.0,20.0,5.0,1,1.0,1.0,38.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,42.0,46.0,1,1.0,32.0,5.0,1,26.0,24.0,1.0
4230061,1,1.0,1.0,39.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,45.0,1,32.0,31.0,37.0,1,23.0,23.0,5.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,43.0,1,34.0,33.0,29.0,1,1.0,20.0,5.0,1,1.0,1.0,38.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,42.0,46.0,1,1.0,32.0,5.0,1,26.0,24.0,1.0
4230739,1,1.0,1.0,39.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,45.0,1,32.0,31.0,37.0,1,23.0,23.0,5.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,43.0,1,34.0,33.0,29.0,1,1.0,20.0,5.0,1,1.0,1.0,38.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,42.0,46.0,1,1.0,32.0,5.0,1,26.0,24.0,1.0
4230749,1,1.0,1.0,39.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,45.0,1,32.0,31.0,37.0,1,23.0,23.0,5.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,43.0,1,34.0,33.0,29.0,1,1.0,20.0,5.0,1,1.0,1.0,38.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,42.0,46.0,1,1.0,32.0,5.0,1,26.0,24.0,1.0
4234009,1,39.0,23.0,24.0,1,21.0,34.0,19.0,1,17.0,17.0,18.0,1,49.0,38.0,54.0,36,35.0,35.0,27.0,19,17.0,18.0,5.0,1,48.0,49.0,48.0,1,21.0,1.0,25.0,1,1.0,19.0,18.0,47,44.0,48.0,56.0,22,34.0,25.0,29.0,1,19.0,24.0,22.0,1,42.0,47.0,50.0,1,26.0,19.0,23.0,1,21.0,18.0,17.0,45,48.0,48.0,54.0,1,35.0,36.0,33.0,25,20.0,28.0,28.0
4234016,46,39.0,23.0,24.0,20,21.0,34.0,19.0,9,17.0,17.0,18.0,43,49.0,38.0,54.0,36,35.0,35.0,27.0,19,17.0,18.0,28.0,44,48.0,49.0,48.0,18,21.0,13.0,25.0,10,16.0,19.0,18.0,47,44.0,48.0,56.0,22,29.0,25.0,32.0,12,19.0,24.0,22.0,20,42.0,47.0,50.0,27,26.0,19.0,23.0,15,21.0,18.0,17.0,47,48.0,48.0,54.0,24,35.0,36.0,33.0,25,20.0,28.0,28.0
4234559,40,39.0,13.0,24.0,20,13.0,14.0,33.0,10,11.0,13.0,12.0,43,15.0,38.0,15.0,36,15.0,35.0,27.0,14,10.0,18.0,13.0,13,12.0,44.0,46.0,18,21.0,13.0,25.0,10,16.0,19.0,12.0,14,15.0,48.0,56.0,13,29.0,25.0,32.0,13,11.0,24.0,12.0,20,13.0,47.0,14.0,13,13.0,13.0,12.0,10,12.0,18.0,17.0,45,38.0,48.0,15.0,24,12.0,36.0,13.0,12,20.0,28.0,13.0
4235139,46,39.0,23.0,24.0,20,21.0,34.0,19.0,17,17.0,17.0,18.0,43,49.0,38.0,54.0,36,35.0,35.0,27.0,19,17.0,18.0,28.0,44,48.0,49.0,48.0,18,21.0,13.0,25.0,16,16.0,19.0,18.0,47,44.0,48.0,56.0,22,29.0,25.0,32.0,18,19.0,24.0,22.0,20,42.0,47.0,50.0,27,26.0,19.0,23.0,15,21.0,18.0,17.0,45,48.0,48.0,54.0,24,35.0,36.0,33.0,25,20.0,28.0,28.0
4241192,1,1.0,1.0,39.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,45.0,1,32.0,31.0,37.0,1,23.0,23.0,5.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,43.0,1,34.0,33.0,29.0,1,1.0,20.0,5.0,1,1.0,1.0,38.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,42.0,46.0,1,1.0,32.0,5.0,1,26.0,24.0,1.0
4241237,1,1.0,1.0,39.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,45.0,1,32.0,31.0,37.0,1,23.0,23.0,5.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,40.0,43.0,1,34.0,33.0,29.0,1,1.0,20.0,5.0,1,1.0,1.0,38.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,42.0,46.0,1,1.0,32.0,5.0,1,26.0,24.0,1.0
4260935,17,17.0,18.0,19.0,2,2.0,17.0,2.0,2,13.0,2.0,11.0,38,40.0,43.0,48.0,18,33.0,26.0,18.0,2,2.0,24.0,16.0,2,16.0,22.0,21.0,2,2.0,2.0,19.0,2,2.0,0.0,2.0,42,39.0,42.0,44.0,28,35.0,27.0,30.0,2,25.0,21.0,26.0,2,19.0,20.0,41.0,2,2.0,2.0,30.0,2,2.0,2.0,16.0,39,42.0,44.0,49.0,29,33.0,27.0,17.0,2,17.0,19.0,16.0
4274518,25,41.0,20.0,51.0,11,19.0,31.0,18.0,9,10.0,11.0,25.0,26,48.0,52.0,27.0,22,25.0,21.0,40.0,3,18.0,10.0,18.0,22,11.0,25.0,23.0,11,19.0,11.0,23.0,6,10.0,9.0,9.0,16,31.0,19.0,49.0,11,32.0,19.0,14.0,18,21.0,16.0,25.0,10,23.0,12.0,13.0,10,11.0,11.0,32.0,9,7.0,14.0,12.0,24,17.0,41.0,41.0,34,37.0,30.0,15.0,10,18.0,12.0,19.0
4279887,17,17.0,18.0,19.0,2,2.0,17.0,2.0,2,13.0,2.0,11.0,38,40.0,43.0,48.0,18,33.0,26.0,18.0,2,2.0,24.0,16.0,2,16.0,22.0,21.0,2,2.0,2.0,19.0,2,2.0,0.0,2.0,42,39.0,42.0,44.0,28,35.0,27.0,30.0,2,25.0,21.0,26.0,2,19.0,20.0,41.0,2,2.0,2.0,30.0,2,2.0,2.0,16.0,39,42.0,44.0,49.0,29,33.0,27.0,17.0,2,17.0,19.0,16.0
4311241,12,12.0,11.0,21.0,16,13.0,14.0,11.0,9,11.0,13.0,12.0,45,14.0,50.0,30.0,12,13.0,13.0,13.0,12,10.0,12.0,13.0,13,12.0,13.0,15.0,12,13.0,13.0,14.0,9,11.0,13.0,12.0,14,13.0,16.0,49.0,13,13.0,38.0,12.0,11,11.0,10.0,12.0,19,13.0,14.0,14.0,20,13.0,13.0,21.0,9,12.0,16.0,11.0,13,13.0,15.0,55.0,14,12.0,13.0,13.0,10,12.0,10.0,13.0
4311586,6,17.0,21.0,13.0,6,7.0,19.0,12.0,5,7.0,7.0,7.0,7,42.0,46.0,49.0,7,37.0,36.0,38.0,7,19.0,19.0,21.0,6,23.0,2.0,5.0,6,7.0,7.0,9.0,5,2.0,14.0,16.0,43,40.0,44.0,46.0,33,38.0,36.0,23.0,19,22.0,25.0,28.0,7,22.0,2.0,15.0,6,18.0,14.0,13.0,5,6.0,8.0,9.0,42,43.0,45.0,50.0,31,36.0,34.0,34.0,20,29.0,16.0,22.0
4319395,5,22.0,26.0,29.0,5,4.0,21.0,25.0,12,4.0,20.0,20.0,31,29.0,31.0,35.0,27,28.0,25.0,29.0,20,19.0,20.0,23.0,25,24.0,33.0,32.0,21,4.0,23.0,29.0,4,4.0,5.0,6.0,26,33.0,33.0,36.0,24,28.0,26.0,24.0,19,22.0,18.0,23.0,25,8.0,29.0,30.0,16,4.0,23.0,26.0,12,4.0,5.0,18.0,31,33.0,33.0,36.0,23,26.0,26.0,25.0,20,21.0,7.0,24.0
4324479,11,14.0,11.0,21.0,12,11.0,9.0,10.0,9,10.0,11.0,12.0,12,12.0,50.0,30.0,12,17.0,11.0,12.0,12,11.0,26.0,0.0,11,11.0,24.0,14.0,11,12.0,11.0,14.0,9,10.0,13.0,11.0,12,13.0,14.0,18.0,11,13.0,38.0,11.0,11,11.0,11.0,12.0,11,12.0,12.0,13.0,11,11.0,11.0,21.0,9,10.0,17.0,11.0,13,13.0,19.0,14.0,14,12.0,37.0,13.0,10,10.0,10.0,13.0
4324567,11,10.0,11.0,12.0,12,11.0,12.0,10.0,9,10.0,11.0,9.0,12,12.0,50.0,30.0,12,13.0,11.0,12.0,12,11.0,10.0,13.0,11,11.0,11.0,26.0,11,12.0,11.0,24.0,9,10.0,11.0,11.0,12,13.0,14.0,49.0,11,37.0,38.0,11.0,11,11.0,17.0,12.0,11,12.0,12.0,13.0,11,11.0,11.0,32.0,9,10.0,17.0,11.0,13,13.0,28.0,14.0,14,12.0,37.0,13.0,10,10.0,18.0,13.0
4324898,6,21.0,21.0,13.0,6,7.0,19.0,12.0,5,7.0,7.0,7.0,4,4.0,5.0,5.0,4,1.0,1.0,5.0,4,1.0,1.0,1.0,6,21.0,14.0,5.0,6,7.0,7.0,9.0,5,6.0,10.0,10.0,4,4.0,5.0,5.0,4,1.0,1.0,1.0,4,4.0,1.0,1.0,7,22.0,15.0,15.0,6,18.0,14.0,13.0,5,6.0,8.0,9.0,4,5.0,5.0,5.0,4,4.0,1.0,1.0,4,1.0,1.0,5.0
4327684,6,21.0,21.0,13.0,6,7.0,19.0,12.0,5,7.0,7.0,7.0,4,24.0,17.0,1.0,4,1.0,1.0,1.0,4,1.0,1.0,1.0,6,21.0,14.0,5.0,6,7.0,7.0,9.0,5,6.0,14.0,16.0,15,4.0,26.0,1.0,4,1.0,1.0,21.0,4,4.0,1.0,1.0,7,22.0,15.0,15.0,6,18.0,14.0,13.0,5,6.0,8.0,9.0,16,5.0,18.0,31.0,4,4.0,1.0,1.0,4,1.0,1.0,5.0
4337398,12,12.0,47.0,21.0,16,13.0,14.0,11.0,9,11.0,13.0,12.0,28,27.0,27.0,30.0,14,27.0,23.0,26.0,14,11.0,12.0,13.0,13,12.0,13.0,46.0,12,13.0,13.0,14.0,10,11.0,13.0,12.0,25,29.0,29.0,54.0,21,25.0,24.0,35.0,11,18.0,17.0,21.0,19,13.0,42.0,14.0,20,13.0,13.0,21.0,9,12.0,16.0,11.0,28,29.0,28.0,32.0,21,24.0,13.0,23.0,19,12.0,10.0,21.0
4338596,3,13.0,3.0,29.0,3,3.0,3.0,2.0,3,3.0,3.0,11.0,19,19.0,16.0,21.0,18,21.0,18.0,18.0,2,2.0,13.0,16.0,3,3.0,3.0,32.0,3,3.0,3.0,12.0,3,3.0,3.0,2.0,18,21.0,38.0,22.0,16,18.0,27.0,17.0,2,16.0,3.0,17.0,3,3.0,3.0,12.0,3,3.0,3.0,11.0,3,3.0,3.0,10.0,19,19.0,40.0,22.0,6,19.0,19.0,17.0,16,17.0,15.0,16.0
4346154,26,30.0,37.0,25.0,4,16.0,28.0,20.0,17,14.0,17.0,13.0,32,30.0,32.0,38.0,28,29.0,35.0,23.0,15,12.0,18.0,10.0,27,32.0,40.0,48.0,4,24.0,19.0,26.0,16,18.0,15.0,13.0,30,30.0,23.0,31.0,18,33.0,20.0,21.0,10,13.0,24.0,22.0,26,30.0,37.0,32.0,23,22.0,26.0,23.0,17,19.0,21.0,17.0,32,20.0,26.0,27.0,25,21.0,36.0,21.0,13,13.0,28.0,28.0
4354933,39,3.0,38.0,45.0,25,29.0,30.0,31.0,19,21.0,23.0,23.0,3,3.0,3.0,3.0,34,34.0,33.0,39.0,25,24.0,25.0,26.0,37,43.0,20.0,40.0,26,29.0,3.0,33.0,18,21.0,22.0,21.0,3,3.0,3.0,3.0,29,36.0,35.0,31.0,21,26.0,23.0,27.0,33,39.0,41.0,43.0,26,3.0,29.0,31.0,19,20.0,22.0,21.0,43,3.0,3.0,3.0,32,34.0,35.0,32.0,23,27.0,26.0,27.0
4363883,0,0.0,,,0,0.0,,,0,0.0,,,0,10.0,,,0,10.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,10.0,,,0,9.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,11.0,,,0,0.0,,,0,0.0,,
4379508,17,17.0,29.0,34.0,2,2.0,21.0,7.0,2,13.0,20.0,20.0,36,41.0,9.0,39.0,18,21.0,16.0,17.0,2,6.0,7.0,8.0,2,16.0,19.0,30.0,2,2.0,23.0,19.0,2,4.0,5.0,8.0,28,7.0,8.0,34.0,17,28.0,17.0,15.0,16,20.0,13.0,15.0,2,19.0,29.0,30.0,2,4.0,23.0,30.0,2,2.0,5.0,16.0,31,49.0,30.0,39.0,7,25.0,26.0,24.0,7,22.0,7.0,8.0
4379603,47,42.0,42.0,47.0,21,28.0,17.0,17.0,2,13.0,8.0,11.0,22,22.0,24.0,24.0,11,12.0,0.0,21.0,11,9.0,0.0,11.0,46,49.0,45.0,20.0,23,2.0,28.0,34.0,2,2.0,0.0,15.0,21,23.0,24.0,25.0,10,21.0,21.0,20.0,17,10.0,0.0,11.0,41,45.0,22.0,21.0,18,2.0,30.0,19.0,18,22.0,2.0,16.0,22,21.0,24.0,25.0,11,11.0,22.0,20.0,17,9.0,0.0,11.0
4381129,11,10.0,11.0,12.0,12,11.0,12.0,18.0,9,10.0,11.0,1.0,12,12.0,13.0,14.0,12,13.0,11.0,12.0,12,10.0,10.0,12.0,11,11.0,11.0,14.0,11,1.0,11.0,1.0,9,10.0,1.0,11.0,12,13.0,14.0,13.0,11,11.0,11.0,11.0,11,11.0,10.0,12.0,11,12.0,12.0,13.0,11,11.0,11.0,1.0,9,10.0,1.0,0.0,13,13.0,13.0,14.0,12,12.0,11.0,12.0,1,10.0,24.0,12.0
4381377,45,38.0,8.0,7.0,17,18.0,8.0,7.0,13,16.0,8.0,19.0,8,7.0,51.0,9.0,8,7.0,7.0,35.0,8,6.0,7.0,8.0,43,7.0,8.0,8.0,17,18.0,20.0,8.0,13,22.0,8.0,8.0,8,46.0,49.0,55.0,7,6.0,7.0,7.0,7,7.0,7.0,8.0,18,21.0,46.0,8.0,18,17.0,8.0,7.0,14,15.0,9.0,8.0,8,8.0,8.0,56.0,7,8.0,7.0,8.0,24,6.0,25.0,8.0
4390116,21,12.0,47.0,21.0,16,13.0,14.0,11.0,9,11.0,13.0,12.0,14,14.0,50.0,55.0,14,15.0,13.0,13.0,14,10.0,12.0,13.0,13,12.0,13.0,15.0,12,13.0,13.0,14.0,14,11.0,13.0,12.0,14,15.0,16.0,26.0,13,13.0,13.0,12.0,11,11.0,10.0,12.0,19,13.0,14.0,14.0,20,13.0,13.0,21.0,9,12.0,16.0,11.0,15,15.0,15.0,55.0,14,12.0,13.0,13.0,12,12.0,10.0,13.0
4391317,17,17.0,18.0,47.0,2,2.0,17.0,17.0,2,13.0,2.0,11.0,22,22.0,24.0,24.0,11,12.0,0.0,21.0,11,9.0,0.0,11.0,2,16.0,22.0,20.0,2,2.0,2.0,19.0,2,2.0,0.0,15.0,21,23.0,24.0,25.0,10,21.0,21.0,20.0,17,10.0,0.0,11.0,2,19.0,22.0,21.0,2,2.0,2.0,19.0,2,2.0,2.0,16.0,22,21.0,24.0,25.0,11,11.0,22.0,20.0,17,9.0,0.0,11.0
4391978,6,6.0,14.0,18.0,6,7.0,19.0,12.0,5,7.0,7.0,13.0,7,42.0,46.0,49.0,7,37.0,36.0,38.0,7,19.0,19.0,21.0,6,21.0,51.0,9.0,6,7.0,21.0,22.0,5,6.0,5.0,16.0,43,40.0,44.0,46.0,33,38.0,36.0,23.0,19,22.0,25.0,28.0,7,22.0,32.0,35.0,6,18.0,14.0,13.0,5,6.0,5.0,9.0,42,43.0,45.0,50.0,31,36.0,34.0,34.0,20,29.0,16.0,22.0
