,HessLyon,ScotsmenSpica,PeruvianFinnegan,SophieAlec,SchweitzerYonkers,MildredBritish,BobbieEdmonton,BelaAntilles,ScotiaThomistic,CarletonSutton,BrahmsianAchaean,HolmesDeneb,ClydeBalboa,CarruthersPeruvian,InterpolSanchez
16259595,50,44.0,24.0,9.0,22.0,50,39.0,6.0,21.0,18.0,53,42.0,38.0,9.0,18.0
16260741,39,37.0,30.0,27.0,5.0,35,35.0,34.0,27.0,4.0,40,37.0,30.0,22.0,5.0
16267292,2,4.0,4.0,4.0,2.0,2,4.0,4.0,4.0,3.0,4,4.0,2.0,4.0,6.0
16283590,23,21.0,,,,43,36.0,,,,73,20.0,,,
16288872,3,14.0,3.0,,,3,15.0,3.0,,,15,2.0,22.0,,
16295025,36,33.0,30.0,4.0,24.0,57,4.0,7.0,27.0,22.0,36,29.0,29.0,33.0,4.0
16297403,51,45.0,39.0,33.0,31.0,51,41.0,40.0,5.0,29.0,55,43.0,41.0,32.0,26.0
16303262,4,62.0,48.0,,,56,13.0,22.0,,,74,62.0,43.0,,
16316916,51,45.0,24.0,9.0,22.0,10,41.0,6.0,21.0,29.0,11,43.0,8.0,9.0,26.0
16316973,70,8.0,8.0,,,12,31.0,2.0,,,79,38.0,7.0,,
16316981,57,48.0,39.0,33.0,31.0,5,40.0,41.0,5.0,29.0,7,45.0,39.0,32.0,26.0
16318521,51,45.0,39.0,33.0,31.0,51,41.0,40.0,5.0,29.0,55,43.0,41.0,32.0,26.0
16327998,14,12.0,12.0,8.0,10.0,13,14.0,12.0,7.0,6.0,14,14.0,44.0,10.0,7.0
16335254,38,22.0,31.0,27.0,5.0,42,34.0,27.0,28.0,5.0,38,37.0,30.0,22.0,12.0
16339338,28,28.0,42.0,12.0,19.0,28,28.0,13.0,11.0,9.0,30,25.0,9.0,12.0,10.0
16339645,73,32.0,35.0,36.0,28.0,41,37.0,37.0,30.0,26.0,60,36.0,34.0,28.0,23.0
16340011,8,61.0,11.0,14.0,11.0,7,13.0,14.0,23.0,8.0,8,13.0,24.0,7.0,9.0
16340461,8,7.0,11.0,10.0,39.0,7,13.0,11.0,9.0,33.0,8,13.0,10.0,11.0,9.0
16340977,8,7.0,11.0,10.0,39.0,7,13.0,11.0,9.0,8.0,8,13.0,10.0,11.0,9.0
16341399,20,6.0,36.0,13.0,5.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,6.0
16341507,20,6.0,36.0,13.0,3.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
16341966,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
16342197,8,61.0,11.0,16.0,11.0,7,29.0,14.0,23.0,24.0,8,62.0,24.0,7.0,9.0
16345627,14,12.0,12.0,11.0,10.0,13,14.0,12.0,10.0,9.0,14,14.0,9.0,12.0,10.0
16347283,65,56.0,13.0,12.0,12.0,63,53.0,13.0,22.0,30.0,26,57.0,46.0,12.0,29.0
16347476,46,15.0,14.0,14.0,12.0,29,8.0,14.0,4.0,20.0,4,8.0,11.0,26.0,4.0
16347786,70,57.0,15.0,41.0,13.0,12,54.0,45.0,36.0,8.0,79,58.0,12.0,7.0,2.0
16348875,18,18.0,16.0,29.0,12.0,18,19.0,30.0,41.0,33.0,19,8.0,14.0,15.0,9.0
16350988,70,57.0,21.0,41.0,12.0,7,54.0,32.0,41.0,33.0,79,58.0,28.0,44.0,9.0
16353832,40,35.0,16.0,27.0,32.0,78,36.0,33.0,13.0,13.0,50,7.0,14.0,26.0,14.0
16355225,8,61.0,29.0,14.0,10.0,7,59.0,24.0,41.0,6.0,72,60.0,20.0,14.0,9.0
16356967,69,60.0,51.0,25.0,26.0,73,58.0,45.0,34.0,10.0,71,38.0,52.0,39.0,12.0
16361363,76,40.0,28.0,0.0,,70,48.0,36.0,29.0,,61,35.0,40.0,27.0,
16366055,23,29.0,,,,23,22.0,,,,24,26.0,,,
16369928,45,21.0,19.0,27.0,24.0,45,22.0,20.0,16.0,22.0,49,20.0,31.0,22.0,6.0
16383966,25,12.0,21.0,8.0,19.0,25,25.0,22.0,7.0,15.0,31,15.0,20.0,14.0,7.0
16385470,16,16.0,15.0,30.0,13.0,16,17.0,15.0,12.0,8.0,17,16.0,12.0,11.0,12.0
16386470,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
16388736,65,63.0,52.0,23.0,39.0,76,60.0,10.0,44.0,15.0,26,61.0,53.0,40.0,7.0
16393165,6,47.0,23.0,4.0,31.0,5,6.0,18.0,42.0,29.0,7,6.0,39.0,4.0,17.0
16399845,45,21.0,31.0,27.0,5.0,45,22.0,20.0,28.0,5.0,49,20.0,30.0,22.0,19.0
16405545,33,32.0,35.0,28.0,8.0,40,45.0,22.0,35.0,16.0,66,52.0,26.0,29.0,16.0
16409132,22,20.0,18.0,19.0,9.0,22,21.0,19.0,8.0,7.0,23,19.0,16.0,18.0,8.0
16415910,13,30.0,11.0,16.0,11.0,56,13.0,11.0,9.0,10.0,74,8.0,13.0,7.0,11.0
16422727,13,7.0,15.0,30.0,,56,13.0,15.0,9.0,,74,16.0,12.0,7.0,
16422744,13,30.0,49.0,38.0,18.0,56,47.0,44.0,4.0,20.0,74,62.0,5.0,7.0,4.0
16424131,4,5.0,5.0,0.0,15.0,0,0.0,3.0,0.0,0.0,5,5.0,3.0,6.0,0.0
16427492,12,11.0,10.0,8.0,19.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
16428373,40,38.0,9.0,15.0,17.0,36,11.0,35.0,28.0,10.0,43,34.0,32.0,7.0,21.0
16431065,11,10.0,46.0,6.0,9.0,56,8.0,6.0,10.0,21.0,74,11.0,8.0,11.0,8.0
16433177,10,9.0,7.0,6.0,5.0,38,10.0,25.0,6.0,5.0,9,10.0,31.0,24.0,5.0
16433696,7,18.0,32.0,5.0,14.0,18,19.0,16.0,13.0,11.0,41,22.0,14.0,16.0,13.0
16434560,25,18.0,29.0,14.0,12.0,15,56.0,26.0,41.0,33.0,35,8.0,11.0,14.0,9.0
16434824,11,38.0,9.0,38.0,9.0,56,11.0,9.0,8.0,18.0,11,11.0,8.0,18.0,8.0
16434842,44,46.0,4.0,26.0,25.0,34,42.0,31.0,25.0,22.0,39,30.0,27.0,25.0,6.0
16435325,13,62.0,48.0,14.0,10.0,56,13.0,32.0,7.0,6.0,74,62.0,24.0,10.0,7.0
16435686,11,22.0,18.0,38.0,7.0,10,27.0,27.0,8.0,4.0,11,18.0,16.0,18.0,8.0
16435965,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16438190,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16440649,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16440704,55,49.0,41.0,18.0,,54,44.0,42.0,15.0,,57,46.0,42.0,17.0,
16442113,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
16442344,0,0.0,,,,0,0.0,,,,5,0.0,,,
16443509,46,13.0,29.0,8.0,10.0,28,59.0,32.0,7.0,6.0,72,60.0,20.0,14.0,9.0
16444327,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16444544,13,30.0,48.0,15.0,11.0,56,13.0,14.0,23.0,24.0,74,62.0,24.0,7.0,11.0
16444548,73,32.0,35.0,29.0,28.0,41,37.0,37.0,30.0,26.0,60,36.0,34.0,28.0,23.0
16444552,73,32.0,35.0,29.0,28.0,41,37.0,37.0,30.0,26.0,60,36.0,34.0,28.0,23.0
16444754,8,61.0,11.0,16.0,11.0,7,13.0,14.0,23.0,24.0,8,13.0,24.0,7.0,27.0
16444758,37,34.0,18.0,18.0,32.0,66,11.0,9.0,15.0,13.0,2,50.0,16.0,17.0,14.0
16445073,13,30.0,48.0,15.0,11.0,56,13.0,14.0,23.0,24.0,74,62.0,24.0,7.0,11.0
16445338,37,57.0,29.0,41.0,12.0,66,54.0,32.0,41.0,33.0,2,58.0,28.0,44.0,9.0
16448930,55,49.0,,,,54,44.0,,,,57,46.0,,,
16448971,55,49.0,,,,54,44.0,,,,57,46.0,,,
16448979,55,49.0,41.0,18.0,32.0,54,44.0,1.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16450562,53,4.0,16.0,0.0,14.0,52,42.0,16.0,18.0,11.0,39,33.0,35.0,16.0,13.0
16457812,54,48.0,39.0,26.0,31.0,37,40.0,40.0,25.0,29.0,44,45.0,27.0,25.0,6.0
16463097,6,48.0,39.0,33.0,31.0,5,40.0,40.0,5.0,29.0,7,45.0,39.0,13.0,26.0
16464284,77,62.0,29.0,41.0,40.0,70,47.0,44.0,36.0,33.0,77,48.0,43.0,44.0,32.0
16468935,33,40.0,25.0,25.0,8.0,44,56.0,26.0,34.0,21.0,48,7.0,13.0,7.0,23.0
16471422,65,56.0,13.0,10.0,33.0,63,53.0,13.0,45.0,9.0,67,57.0,46.0,12.0,10.0
16472086,9,8.0,8.0,7.0,7.0,8,9.0,8.0,6.0,5.0,9,9.0,6.0,8.0,5.0
16474159,42,34.0,49.0,38.0,28.0,68,37.0,9.0,2.0,26.0,43,50.0,16.0,2.0,23.0
16475849,72,64.0,54.0,42.0,41.0,74,61.0,53.0,46.0,35.0,76,63.0,54.0,42.0,32.0
16484888,32,32.0,35.0,29.0,28.0,41,37.0,37.0,30.0,26.0,60,36.0,34.0,28.0,23.0
16485079,27,27.0,49.0,4.0,24.0,57,46.0,7.0,27.0,22.0,29,24.0,29.0,33.0,4.0
16485518,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
16486385,27,27.0,49.0,38.0,35.0,68,4.0,9.0,42.0,23.0,54,24.0,16.0,37.0,28.0
16490014,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,6.0,24.0,5.0
16492104,7,24.0,32.0,21.0,14.0,19,19.0,21.0,17.0,7.0,41,7.0,33.0,19.0,13.0
16494105,21,20.0,18.0,19.0,9.0,53,21.0,19.0,8.0,7.0,22,19.0,16.0,18.0,8.0
16515871,54,45.0,39.0,33.0,31.0,51,41.0,40.0,5.0,29.0,55,43.0,41.0,32.0,26.0
16520950,28,28.0,42.0,23.0,4.0,28,28.0,24.0,22.0,6.0,30,25.0,23.0,10.0,7.0
16540741,16,16.0,15.0,8.0,39.0,75,17.0,15.0,12.0,8.0,13,13.0,12.0,11.0,12.0
16541149,16,16.0,15.0,30.0,19.0,75,17.0,15.0,12.0,9.0,13,13.0,12.0,11.0,10.0
16544462,66,52.0,46.0,37.0,36.0,71,51.0,47.0,38.0,32.0,70,53.0,48.0,36.0,30.0
16544485,21,20.0,18.0,19.0,9.0,22,21.0,19.0,8.0,21.0,23,19.0,16.0,18.0,0.0
16544712,18,15.0,14.0,14.0,8.0,15,16.0,26.0,16.0,10.0,71,38.0,11.0,7.0,11.0
16545101,13,13.0,29.0,8.0,10.0,66,59.0,32.0,7.0,6.0,12,60.0,20.0,14.0,9.0
16545113,12,11.0,10.0,8.0,10.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
16545179,15,30.0,48.0,38.0,18.0,56,16.0,44.0,4.0,7.0,74,62.0,5.0,29.0,11.0
16545264,12,63.0,15.0,10.0,,11,60.0,10.0,45.0,,13,61.0,10.0,11.0,
16547252,12,11.0,10.0,8.0,19.0,11,12.0,10.0,10.0,9.0,12,12.0,9.0,12.0,10.0
16547268,13,62.0,48.0,15.0,11.0,56,47.0,22.0,23.0,24.0,74,62.0,43.0,29.0,11.0
16547281,12,11.0,10.0,8.0,4.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
16547287,37,13.0,,,,66,59.0,,,,2,60.0,,,
16547292,12,13.0,12.0,8.0,19.0,66,12.0,12.0,7.0,6.0,12,12.0,20.0,14.0,7.0
16547297,13,30.0,14.0,14.0,18.0,56,59.0,14.0,4.0,10.0,74,15.0,11.0,14.0,9.0
16554856,76,51.0,34.0,28.0,27.0,70,48.0,36.0,29.0,25.0,61,35.0,40.0,27.0,22.0
16560178,14,12.0,12.0,10.0,4.0,13,14.0,12.0,37.0,6.0,14,14.0,44.0,10.0,7.0
16561224,14,12.0,12.0,8.0,4.0,13,14.0,12.0,7.0,6.0,14,14.0,44.0,10.0,7.0
16561284,14,12.0,12.0,11.0,10.0,13,14.0,12.0,37.0,15.0,14,14.0,44.0,12.0,7.0
16561429,28,28.0,42.0,10.0,4.0,28,28.0,24.0,37.0,6.0,30,25.0,23.0,10.0,7.0
16561660,46,13.0,12.0,8.0,4.0,7,59.0,12.0,37.0,6.0,72,60.0,20.0,14.0,7.0
16562142,14,12.0,12.0,8.0,19.0,13,14.0,10.0,10.0,6.0,14,14.0,9.0,40.0,7.0
16571210,29,29.0,25.0,30.0,5.0,38,7.0,30.0,26.0,8.0,18,26.0,17.0,15.0,13.0
16578252,65,56.0,13.0,12.0,19.0,63,53.0,13.0,11.0,9.0,26,57.0,46.0,12.0,10.0
16586265,20,6.0,23.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
16588928,4,0.0,0.0,2.0,4.0,0,0.0,3.0,0.0,3.0,5,0.0,0.0,0.0,5.0
16594509,31,31.0,27.0,24.0,23.0,30,45.0,49.0,47.0,19.0,64,54.0,25.0,23.0,20.0
16594752,9,8.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,9,9.0,6.0,8.0,19.0
16617920,69,60.0,51.0,25.0,26.0,73,58.0,45.0,34.0,10.0,71,38.0,52.0,39.0,12.0
16625432,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,4.0,1.0
16627773,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16627838,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16627861,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16627950,55,49.0,41.0,,,54,44.0,42.0,,,57,46.0,42.0,,
16629757,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16629788,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16629886,45,21.0,19.0,,,45,22.0,20.0,,,49,20.0,31.0,,
16629931,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16630024,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16630264,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16630385,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16630479,23,21.0,9.0,15.0,,23,22.0,20.0,2.0,,24,20.0,18.0,24.0,
16630941,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16631114,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16631222,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16631248,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16635345,14,12.0,12.0,8.0,4.0,13,25.0,12.0,7.0,6.0,14,14.0,44.0,14.0,7.0
16636860,23,21.0,19.0,20.0,18.0,23,22.0,2.0,2.0,5.0,24,20.0,18.0,18.0,5.0
16637377,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
16651566,8,12.0,15.0,10.0,39.0,16,14.0,15.0,45.0,33.0,8,14.0,10.0,11.0,7.0
16666673,10,9.0,8.0,,,9,10.0,8.0,,,10,10.0,7.0,,
16667592,14,11.0,10.0,8.0,4.0,11,60.0,10.0,7.0,6.0,14,12.0,9.0,10.0,7.0
16670540,12,11.0,10.0,8.0,,11,12.0,12.0,7.0,,12,12.0,9.0,10.0,
16671014,65,56.0,13.0,12.0,19.0,63,53.0,13.0,11.0,9.0,26,57.0,9.0,12.0,10.0
16675987,12,13.0,12.0,8.0,4.0,66,12.0,12.0,7.0,6.0,12,12.0,20.0,14.0,9.0
16676038,8,40.0,11.0,30.0,42.0,40,29.0,11.0,9.0,24.0,47,62.0,13.0,7.0,9.0
16683883,0,0.0,28.0,0.0,27.0,44,31.0,36.0,34.0,0.0,0,0.0,40.0,27.0,0.0
16683943,0,40.0,25.0,30.0,27.0,44,0.0,0.0,34.0,0.0,0,0.0,40.0,7.0,22.0
16685117,15,30.0,14.0,14.0,18.0,47,16.0,37.0,4.0,20.0,33,50.0,5.0,14.0,2.0
16686371,18,29.0,25.0,25.0,13.0,78,7.0,30.0,16.0,10.0,19,26.0,17.0,15.0,11.0
16690648,15,15.0,14.0,4.0,24.0,7,16.0,14.0,4.0,20.0,16,8.0,1.0,4.0,4.0
16691937,62,59.0,37.0,40.0,34.0,59,49.0,46.0,40.0,30.0,63,49.0,45.0,35.0,29.0
16693923,15,15.0,14.0,14.0,18.0,15,16.0,14.0,4.0,10.0,16,15.0,11.0,14.0,11.0
16699958,62,54.0,45.0,36.0,34.0,59,49.0,46.0,40.0,30.0,63,49.0,45.0,35.0,29.0
16709072,65,63.0,15.0,10.0,39.0,63,60.0,10.0,45.0,33.0,67,61.0,10.0,40.0,7.0
16713227,69,11.0,51.0,,,73,12.0,45.0,,,71,38.0,52.0,,
16713231,18,21.0,31.0,,,78,19.0,20.0,,,46,37.0,30.0,,
16714214,32,34.0,46.0,8.0,19.0,31,16.0,22.0,11.0,15.0,16,15.0,20.0,14.0,11.0
16720240,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
16735586,54,47.0,39.0,34.0,31.0,37,40.0,41.0,5.0,29.0,58,45.0,39.0,32.0,28.0
16742642,7,24.0,33.0,5.0,14.0,18,24.0,16.0,13.0,11.0,41,22.0,14.0,16.0,13.0
16753901,14,12.0,51.0,11.0,33.0,13,14.0,12.0,39.0,9.0,14,14.0,49.0,21.0,10.0
16758011,63,52.0,46.0,37.0,36.0,60,51.0,47.0,38.0,32.0,64,55.0,48.0,36.0,30.0
16782830,67,58.0,50.0,39.0,38.0,69,55.0,51.0,43.0,34.0,69,64.0,51.0,38.0,31.0
16797672,48,43.0,38.0,32.0,37.0,49,3.0,39.0,43.0,28.0,52,41.0,37.0,31.0,25.0
16799809,23,21.0,19.0,19.0,9.0,23,22.0,20.0,16.0,21.0,24,20.0,18.0,18.0,8.0
16799939,56,20.0,18.0,19.0,9.0,53,21.0,19.0,8.0,7.0,22,19.0,16.0,18.0,8.0
16823703,62,54.0,45.0,36.0,34.0,59,49.0,46.0,40.0,30.0,56,49.0,45.0,35.0,29.0
16838915,21,20.0,18.0,19.0,9.0,53,21.0,19.0,8.0,7.0,22,19.0,16.0,18.0,8.0
16841026,39,41.0,30.0,27.0,24.0,46,8.0,7.0,27.0,20.0,28,39.0,29.0,26.0,4.0
16846805,48,43.0,38.0,31.0,30.0,49,3.0,39.0,33.0,27.0,52,41.0,37.0,30.0,24.0
16846902,30,15.0,6.0,14.0,18.0,29,22.0,26.0,16.0,10.0,50,8.0,5.0,7.0,11.0
16848475,19,39.0,33.0,5.0,29.0,19,42.0,33.0,18.0,11.0,73,33.0,54.0,41.0,21.0
16848497,23,21.0,19.0,20.0,9.0,23,22.0,20.0,26.0,7.0,24,20.0,18.0,18.0,8.0
16848587,18,18.0,28.0,29.0,8.0,78,31.0,26.0,16.0,10.0,19,8.0,17.0,29.0,23.0
16850888,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
16851496,12,12.0,12.0,11.0,10.0,11,14.0,12.0,10.0,9.0,75,14.0,9.0,12.0,10.0
16851577,12,11.0,10.0,8.0,10.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
16851718,12,11.0,10.0,8.0,10.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
16851791,13,7.0,11.0,10.0,11.0,12,13.0,11.0,9.0,33.0,13,13.0,10.0,11.0,9.0
16852421,70,63.0,15.0,10.0,39.0,76,60.0,15.0,45.0,33.0,75,61.0,10.0,11.0,7.0
16852589,14,12.0,12.0,23.0,10.0,13,14.0,12.0,44.0,15.0,14,14.0,44.0,40.0,7.0
16852622,12,11.0,10.0,8.0,19.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
16856369,12,11.0,10.0,8.0,4.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
16856539,65,56.0,13.0,12.0,33.0,63,53.0,13.0,11.0,15.0,26,57.0,46.0,12.0,7.0
16856617,12,11.0,10.0,8.0,10.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
16863538,13,7.0,28.0,14.0,8.0,56,13.0,29.0,30.0,6.0,74,13.0,17.0,7.0,11.0
16868923,74,66.0,50.0,39.0,38.0,74,64.0,51.0,43.0,34.0,78,64.0,51.0,38.0,31.0
16883909,67,58.0,38.0,32.0,37.0,69,55.0,48.0,39.0,28.0,69,59.0,37.0,31.0,25.0
16884085,45,21.0,19.0,27.0,5.0,45,22.0,20.0,16.0,4.0,49,20.0,31.0,22.0,19.0
16884962,6,26.0,5.0,2.0,4.0,67,0.0,7.0,4.0,3.0,7,5.0,22.0,4.0,6.0
16886842,14,12.0,12.0,11.0,10.0,62,14.0,12.0,10.0,9.0,14,14.0,9.0,12.0,10.0
16906721,51,45.0,24.0,21.0,17.0,51,41.0,6.0,17.0,14.0,55,5.0,8.0,19.0,15.0
16910799,65,56.0,13.0,12.0,33.0,63,53.0,13.0,11.0,15.0,67,57.0,46.0,12.0,7.0
16913476,65,56.0,13.0,12.0,19.0,63,53.0,13.0,11.0,9.0,67,57.0,46.0,12.0,10.0
16924423,65,13.0,13.0,23.0,4.0,63,53.0,13.0,22.0,6.0,26,57.0,20.0,14.0,7.0
16928740,37,57.0,29.0,14.0,4.0,66,54.0,32.0,7.0,6.0,2,58.0,11.0,10.0,7.0
16931001,16,16.0,15.0,30.0,13.0,75,17.0,15.0,12.0,8.0,17,16.0,12.0,11.0,12.0
16933362,63,53.0,44.0,32.0,37.0,14,50.0,48.0,39.0,28.0,65,47.0,49.0,21.0,25.0
16934932,65,56.0,13.0,12.0,19.0,63,53.0,13.0,11.0,9.0,26,57.0,9.0,12.0,10.0
16935790,61,53.0,44.0,32.0,37.0,62,50.0,48.0,39.0,9.0,14,47.0,49.0,21.0,25.0
16937395,12,11.0,10.0,8.0,19.0,11,12.0,10.0,11.0,9.0,12,12.0,9.0,12.0,10.0
16937799,15,15.0,14.0,14.0,18.0,15,16.0,14.0,4.0,10.0,16,15.0,11.0,14.0,11.0
16937815,15,30.0,14.0,14.0,18.0,15,29.0,14.0,4.0,7.0,33,62.0,24.0,7.0,11.0
16939375,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16947349,28,28.0,42.0,10.0,4.0,28,28.0,24.0,37.0,6.0,30,25.0,23.0,10.0,7.0
16950097,12,11.0,10.0,8.0,10.0,11,12.0,11.0,7.0,6.0,12,12.0,20.0,7.0,7.0
16950115,12,11.0,10.0,8.0,19.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
16950121,12,11.0,10.0,8.0,19.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
16950321,9,9.0,7.0,,,8,10.0,2.0,,,9,10.0,6.0,,
16950354,28,28.0,42.0,23.0,4.0,28,28.0,24.0,22.0,6.0,30,25.0,23.0,10.0,7.0
16950443,28,28.0,42.0,23.0,4.0,28,28.0,24.0,22.0,6.0,30,25.0,23.0,10.0,7.0
16950550,28,28.0,42.0,23.0,4.0,28,28.0,24.0,22.0,6.0,30,25.0,23.0,10.0,7.0
16950767,28,28.0,42.0,23.0,4.0,28,28.0,24.0,22.0,6.0,30,25.0,23.0,10.0,7.0
16950798,28,28.0,42.0,23.0,4.0,28,28.0,24.0,22.0,6.0,30,25.0,23.0,10.0,7.0
16952642,12,12.0,,,,11,14.0,,,,12,14.0,,,
16952648,13,56.0,14.0,12.0,,66,12.0,11.0,7.0,,12,12.0,20.0,10.0,
16952665,12,11.0,10.0,8.0,,11,12.0,12.0,7.0,,12,12.0,9.0,10.0,
16952671,37,13.0,29.0,,,66,59.0,32.0,,,2,60.0,20.0,,
16952691,12,11.0,52.0,11.0,,11,12.0,10.0,10.0,,12,12.0,9.0,10.0,
16959698,11,20.0,18.0,2.0,9.0,10,11.0,9.0,2.0,7.0,23,11.0,16.0,2.0,8.0
16961482,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
16977881,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
16978882,75,31.0,26.0,16.0,42.0,79,63.0,55.0,23.0,24.0,80,27.0,50.0,43.0,27.0
16985194,75,31.0,43.0,21.0,23.0,79,63.0,49.0,47.0,14.0,80,27.0,50.0,43.0,27.0
16987409,70,57.0,29.0,41.0,12.0,61,59.0,32.0,41.0,33.0,79,58.0,28.0,44.0,9.0
16992171,37,13.0,21.0,8.0,10.0,13,59.0,32.0,7.0,6.0,72,60.0,20.0,14.0,9.0
17000062,32,32.0,14.0,8.0,10.0,15,37.0,32.0,7.0,6.0,16,15.0,11.0,14.0,9.0
17012001,45,21.0,19.0,15.0,13.0,45,22.0,20.0,26.0,7.0,49,20.0,31.0,22.0,5.0
17013073,47,55.0,47.0,31.0,30.0,48,38.0,50.0,32.0,27.0,51,40.0,36.0,30.0,24.0
17013169,52,46.0,27.0,24.0,23.0,33,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
17016974,77,65.0,54.0,42.0,40.0,74,62.0,54.0,48.0,35.0,77,63.0,55.0,42.0,32.0
17019327,53,19.0,45.0,28.0,27.0,77,48.0,36.0,29.0,25.0,56,17.0,26.0,27.0,22.0
17022668,14,63.0,52.0,23.0,39.0,13,60.0,10.0,44.0,15.0,14,61.0,53.0,40.0,7.0
17025508,28,28.0,14.0,,,28,54.0,26.0,,,72,25.0,10.0,,
17036132,49,2.0,3.0,3.0,18.0,20,15.0,3.0,3.0,7.0,21,11.0,3.0,3.0,9.0
17036160,49,2.0,3.0,3.0,16.0,20,11.0,3.0,3.0,2.0,21,11.0,3.0,3.0,4.0
17038587,40,38.0,9.0,15.0,26.0,36,36.0,35.0,28.0,21.0,43,34.0,32.0,15.0,2.0
17047087,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
17053270,12,11.0,10.0,8.0,10.0,11,12.0,10.0,7.0,6.0,12,12.0,49.0,11.0,7.0
17058350,52,46.0,27.0,24.0,23.0,33,30.0,28.0,24.0,19.0,37,44.0,25.0,23.0,20.0
17062823,11,10.0,24.0,9.0,22.0,3,27.0,3.0,21.0,18.0,3,18.0,3.0,9.0,18.0
17067625,13,7.0,29.0,8.0,19.0,12,59.0,32.0,7.0,9.0,13,60.0,20.0,14.0,9.0
17075832,12,13.0,10.0,8.0,,66,59.0,14.0,7.0,,2,60.0,20.0,14.0,
