,HessLyon,ScotsmenSpica,PeruvianFinnegan,SophieAlec,SchweitzerYonkers,MildredBritish,BobbieEdmonton,BelaAntilles,ScotiaThomistic,CarletonSutton,BrahmsianAchaean,HolmesDeneb,ClydeBalboa,CarruthersPeruvian,InterpolSanchez
14334367,65,56.0,13.0,12.0,33.0,63,53.0,13.0,11.0,9.0,67,57.0,46.0,12.0,10.0
14338439,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
14342744,37,57.0,10.0,41.0,12.0,66,54.0,32.0,41.0,33.0,2,58.0,28.0,44.0,9.0
14374534,28,59.0,42.0,11.0,40.0,28,14.0,24.0,19.0,9.0,30,14.0,55.0,44.0,10.0
14434314,19,22.0,31.0,27.0,5.0,19,34.0,27.0,6.0,5.0,20,33.0,30.0,22.0,13.0
14437742,3,10.0,24.0,3.0,3.0,3,15.0,6.0,3.0,18.0,3,2.0,8.0,9.0,18.0
14450919,22,20.0,18.0,19.0,9.0,22,21.0,19.0,8.0,7.0,23,19.0,16.0,18.0,8.0
14451162,24,23.0,19.0,30.0,39.0,24,23.0,2.0,17.0,4.0,25,21.0,18.0,18.0,0.0
14460113,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
14461238,22,20.0,18.0,19.0,9.0,22,21.0,2.0,2.0,7.0,23,19.0,16.0,18.0,8.0
14492757,25,63.0,52.0,10.0,39.0,76,60.0,10.0,45.0,33.0,75,61.0,10.0,11.0,9.0
14492880,8,7.0,11.0,10.0,39.0,7,13.0,11.0,9.0,33.0,8,13.0,10.0,11.0,9.0
14493841,37,57.0,29.0,11.0,12.0,16,17.0,54.0,41.0,33.0,17,58.0,28.0,44.0,7.0
14495367,70,57.0,29.0,41.0,12.0,12,54.0,32.0,41.0,33.0,79,58.0,28.0,26.0,9.0
14501257,30,15.0,14.0,14.0,18.0,29,29.0,29.0,4.0,20.0,33,15.0,5.0,7.0,11.0
14514597,22,20.0,18.0,19.0,16.0,22,21.0,19.0,8.0,7.0,23,19.0,16.0,18.0,2.0
14517691,57,45.0,39.0,34.0,31.0,55,6.0,40.0,5.0,29.0,7,6.0,41.0,32.0,26.0
14519048,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
14519756,23,21.0,19.0,19.0,9.0,23,22.0,20.0,2.0,7.0,24,20.0,18.0,18.0,8.0
14522124,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
14539753,61,12.0,46.0,37.0,36.0,62,14.0,22.0,38.0,32.0,31,55.0,48.0,36.0,30.0
14540633,58,64.0,54.0,42.0,41.0,74,61.0,43.0,46.0,35.0,76,63.0,54.0,34.0,30.0
14541927,66,52.0,46.0,37.0,36.0,71,51.0,47.0,38.0,32.0,70,53.0,48.0,36.0,30.0
14547259,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0
14570370,32,18.0,52.0,14.0,8.0,15,31.0,26.0,16.0,21.0,16,8.0,17.0,29.0,2.0
14579509,25,13.0,21.0,14.0,11.0,15,25.0,14.0,23.0,6.0,16,62.0,24.0,14.0,11.0
14586769,25,63.0,52.0,15.0,26.0,76,56.0,10.0,22.0,15.0,75,61.0,13.0,40.0,7.0
14588375,28,28.0,42.0,14.0,,63,53.0,24.0,37.0,,26,25.0,20.0,7.0,
14604028,41,48.0,40.0,34.0,35.0,37,43.0,41.0,42.0,23.0,44,45.0,39.0,37.0,28.0
14617508,13,30.0,48.0,16.0,11.0,56,13.0,14.0,23.0,24.0,74,62.0,24.0,7.0,11.0
14621584,25,63.0,52.0,29.0,39.0,76,60.0,10.0,30.0,6.0,75,61.0,53.0,29.0,23.0
14638686,25,15.0,14.0,14.0,8.0,15,16.0,26.0,4.0,26.0,16,8.0,11.0,14.0,0.0
14651659,37,57.0,10.0,8.0,4.0,66,54.0,24.0,41.0,6.0,2,58.0,23.0,10.0,9.0
14655602,7,39.0,52.0,20.0,11.0,18,19.0,11.0,9.0,8.0,18,7.0,13.0,11.0,9.0
14656798,70,63.0,15.0,10.0,39.0,76,60.0,10.0,45.0,33.0,75,61.0,10.0,11.0,9.0
14659793,61,,,,,62,,,,,59,,,,
14680483,46,61.0,21.0,16.0,11.0,7,13.0,14.0,23.0,24.0,8,62.0,24.0,7.0,11.0
14723506,18,18.0,16.0,5.0,14.0,18,19.0,16.0,13.0,11.0,41,22.0,14.0,16.0,13.0
14726012,65,56.0,13.0,12.0,19.0,63,53.0,13.0,11.0,9.0,26,57.0,9.0,12.0,10.0
14726069,37,63.0,15.0,10.0,39.0,76,60.0,10.0,45.0,33.0,75,61.0,10.0,11.0,7.0
14753815,18,18.0,28.0,29.0,8.0,78,31.0,26.0,16.0,10.0,19,8.0,17.0,29.0,23.0
14754777,30,30.0,48.0,16.0,11.0,29,29.0,14.0,23.0,24.0,33,62.0,24.0,7.0,11.0
14755393,69,60.0,51.0,25.0,26.0,73,58.0,45.0,34.0,4.0,71,38.0,52.0,39.0,12.0
14756000,11,30.0,9.0,38.0,16.0,56,27.0,9.0,4.0,7.0,74,18.0,5.0,18.0,2.0
14756061,30,30.0,48.0,16.0,11.0,29,29.0,14.0,23.0,24.0,33,62.0,24.0,7.0,11.0
14756440,70,15.0,14.0,,,76,59.0,14.0,,,4,60.0,28.0,,
14757050,69,60.0,51.0,25.0,13.0,73,58.0,45.0,34.0,10.0,71,38.0,52.0,39.0,12.0
14757992,30,30.0,26.0,16.0,42.0,29,29.0,55.0,23.0,24.0,33,62.0,50.0,43.0,27.0
14758420,30,30.0,6.0,14.0,18.0,29,29.0,14.0,4.0,20.0,33,50.0,32.0,33.0,11.0
14759661,9,8.0,7.0,25.0,,8,10.0,25.0,16.0,,9,9.0,6.0,24.0,
14760757,43,29.0,25.0,20.0,14.0,17,7.0,30.0,13.0,12.0,73,7.0,14.0,15.0,13.0
14762026,9,8.0,7.0,7.0,6.0,8,9.0,25.0,6.0,5.0,9,9.0,6.0,8.0,5.0
14782250,56,22.0,18.0,19.0,9.0,53,21.0,34.0,2.0,7.0,22,37.0,18.0,18.0,8.0
14797760,9,9.0,7.0,6.0,6.0,8,10.0,25.0,6.0,5.0,9,9.0,6.0,8.0,5.0
14818307,21,20.0,18.0,19.0,16.0,53,21.0,19.0,8.0,7.0,22,19.0,16.0,18.0,8.0
14891367,66,52.0,46.0,37.0,36.0,71,51.0,47.0,38.0,32.0,70,53.0,48.0,36.0,30.0
14898295,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
14898816,55,49.0,41.0,18.0,32.0,54,44.0,42.0,15.0,13.0,57,46.0,42.0,17.0,14.0
14914182,18,29.0,35.0,29.0,28.0,78,37.0,37.0,30.0,26.0,19,36.0,34.0,28.0,23.0
14948339,42,34.0,14.0,14.0,18.0,47,16.0,14.0,4.0,20.0,33,15.0,5.0,26.0,11.0
14981128,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
14995061,23,21.0,31.0,,,45,22.0,0.0,,,49,20.0,6.0,,
14999928,14,12.0,12.0,11.0,10.0,13,14.0,12.0,10.0,9.0,14,14.0,9.0,12.0,10.0
15005403,14,12.0,12.0,11.0,10.0,13,14.0,12.0,10.0,9.0,14,14.0,9.0,12.0,10.0
15018449,28,28.0,42.0,11.0,10.0,28,28.0,24.0,10.0,9.0,30,25.0,9.0,12.0,10.0
15023806,56,20.0,18.0,21.0,9.0,53,21.0,19.0,17.0,7.0,22,19.0,18.0,7.0,8.0
15023987,9,8.0,7.0,6.0,6.0,8,9.0,25.0,6.0,21.0,9,9.0,6.0,8.0,19.0
15028907,14,28.0,42.0,10.0,4.0,13,14.0,24.0,44.0,15.0,14,14.0,23.0,12.0,7.0
15048530,17,35.0,16.0,5.0,14.0,39,19.0,33.0,13.0,11.0,46,30.0,14.0,16.0,13.0
15055590,13,63.0,52.0,23.0,39.0,76,60.0,10.0,9.0,33.0,75,61.0,10.0,40.0,7.0
15063529,23,21.0,19.0,20.0,6.0,23,22.0,30.0,16.0,21.0,24,31.0,31.0,24.0,19.0
15068806,75,31.0,43.0,35.0,42.0,79,63.0,55.0,47.0,14.0,80,27.0,50.0,43.0,27.0
15096548,9,8.0,7.0,6.0,9.0,8,9.0,25.0,6.0,7.0,9,9.0,18.0,8.0,8.0
15155348,25,13.0,42.0,14.0,8.0,25,25.0,13.0,11.0,10.0,16,8.0,20.0,14.0,10.0
15202263,20,14.0,0.0,0.0,15.0,4,5.0,5.0,0.0,0.0,15,3.0,0.0,0.0,0.0
15225589,44,19.0,17.0,17.0,2.0,34,20.0,17.0,14.0,12.0,39,17.0,15.0,5.0,0.0
15250080,4,0.0,0.0,17.0,0.0,0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0
15253921,74,66.0,50.0,39.0,38.0,69,64.0,51.0,43.0,34.0,78,64.0,51.0,38.0,31.0
15334461,54,47.0,21.0,17.0,11.0,37,40.0,22.0,36.0,12.0,58,45.0,41.0,32.0,11.0
15343835,24,23.0,20.0,21.0,17.0,24,23.0,21.0,17.0,14.0,25,21.0,19.0,19.0,15.0
15365184,29,29.0,25.0,7.0,6.0,17,7.0,30.0,6.0,5.0,32,26.0,17.0,8.0,5.0
15398730,74,66.0,50.0,39.0,38.0,69,64.0,51.0,43.0,34.0,78,64.0,51.0,38.0,31.0
15398807,20,14.0,,,,43,6.0,,,,7,6.0,,,
15404207,63,50.0,13.0,12.0,4.0,60,53.0,13.0,35.0,16.0,67,47.0,46.0,34.0,16.0
15409328,20,14.0,36.0,13.0,3.0,43,15.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15421363,48,43.0,38.0,39.0,38.0,49,3.0,39.0,43.0,34.0,52,41.0,37.0,31.0,31.0
15431408,32,34.0,14.0,14.0,18.0,15,16.0,29.0,4.0,10.0,16,50.0,11.0,26.0,11.0
15431795,18,29.0,25.0,20.0,13.0,78,7.0,30.0,12.0,8.0,19,26.0,17.0,15.0,12.0
15434200,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,2.0,7,6.0,22.0,13.0,3.0
15451084,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15458316,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15461769,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15467736,28,28.0,42.0,23.0,4.0,28,28.0,24.0,44.0,15.0,30,25.0,53.0,40.0,7.0
15468308,37,57.0,29.0,41.0,12.0,66,54.0,32.0,41.0,33.0,2,58.0,28.0,7.0,9.0
15474790,61,53.0,44.0,11.0,,28,50.0,47.0,10.0,,30,55.0,44.0,12.0,
15478720,28,28.0,42.0,23.0,4.0,28,28.0,24.0,44.0,6.0,30,25.0,23.0,10.0,7.0
15480928,53,54.0,45.0,36.0,34.0,52,49.0,46.0,40.0,30.0,56,49.0,45.0,35.0,29.0
15481779,46,61.0,21.0,15.0,11.0,7,13.0,14.0,23.0,20.0,8,60.0,11.0,26.0,11.0
15488316,31,31.0,27.0,24.0,23.0,30,30.0,49.0,47.0,19.0,34,54.0,25.0,23.0,20.0
15505837,4,,,,,0,,,,,5,,,,
15506094,20,6.0,36.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15507888,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15508735,0,0.0,0.0,5.0,5.0,6,7.0,0.0,2.0,4.0,0,7.0,0.0,0.0,5.0
15510288,60,51.0,34.0,28.0,27.0,58,48.0,36.0,29.0,25.0,62,35.0,26.0,27.0,22.0
15512404,12,11.0,10.0,8.0,4.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
15512408,12,11.0,10.0,8.0,10.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
15513540,12,11.0,10.0,8.0,10.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
15514582,16,16.0,15.0,30.0,13.0,16,17.0,15.0,12.0,8.0,17,16.0,12.0,11.0,12.0
15516413,12,11.0,10.0,8.0,10.0,11,12.0,10.0,7.0,6.0,12,12.0,9.0,10.0,7.0
15517247,38,22.0,31.0,18.0,,42,34.0,27.0,15.0,,38,37.0,31.0,17.0,
15519213,16,62.0,32.0,15.0,13.0,56,17.0,44.0,36.0,8.0,74,16.0,12.0,15.0,11.0
15522152,13,30.0,48.0,16.0,11.0,56,13.0,14.0,23.0,24.0,74,62.0,24.0,7.0,11.0
15522777,20,6.0,36.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15524629,61,12.0,12.0,11.0,19.0,62,14.0,12.0,10.0,9.0,14,14.0,44.0,12.0,10.0
15524852,58,25.0,22.0,37.0,,71,26.0,43.0,34.0,,70,23.0,21.0,34.0,
15525711,14,12.0,12.0,11.0,10.0,13,14.0,12.0,10.0,9.0,14,14.0,9.0,12.0,10.0
15525794,14,12.0,12.0,11.0,10.0,13,14.0,12.0,10.0,9.0,14,14.0,9.0,12.0,10.0
15525858,20,0.0,36.0,13.0,21.0,43,0.0,18.0,20.0,17.0,5,0.0,22.0,13.0,17.0
15530882,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15531916,20,0.0,0.0,,,0,0.0,18.0,,,5,0.0,22.0,,
15532105,0,,,,,0,,,,,5,,,,
15533421,4,0.0,0.0,2.0,4.0,0,0.0,3.0,20.0,3.0,5,0.0,0.0,0.0,6.0
15539984,61,12.0,12.0,10.0,4.0,62,14.0,12.0,45.0,15.0,14,14.0,10.0,11.0,7.0
15541944,0,0.0,0.0,2.0,0.0,6,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0
15541971,38,22.0,31.0,27.0,5.0,42,34.0,27.0,16.0,5.0,38,37.0,30.0,22.0,12.0
15541976,20,6.0,36.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15542354,4,0.0,0.0,13.0,7.0,0,0.0,0.0,0.0,3.0,5,0.0,0.0,7.0,6.0
15543068,0,,,,,0,,,,,5,,,,
15547235,6,26.0,14.0,14.0,,67,54.0,26.0,7.0,,7,51.0,22.0,7.0,
15547732,4,0.0,0.0,2.0,,0,0.0,0.0,0.0,,5,0.0,0.0,0.0,
15548107,0,0.0,0.0,,,0,0.0,0.0,,,5,0.0,0.0,,
15548694,0,0.0,0.0,,,0,0.0,0.0,,,0,0.0,0.0,,
15548844,46,61.0,21.0,16.0,11.0,7,13.0,14.0,23.0,24.0,8,62.0,24.0,7.0,9.0
15553218,25,13.0,21.0,8.0,19.0,25,25.0,22.0,7.0,15.0,26,15.0,20.0,14.0,11.0
15556081,20,6.0,36.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15556868,6,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15559195,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,5,0.0,0.0,0.0,0.0
15560623,46,15.0,14.0,14.0,18.0,7,59.0,14.0,4.0,20.0,4,15.0,11.0,26.0,4.0
15561413,0,0.0,,,,0,0.0,,,,5,0.0,,,
15562137,0,0.0,0.0,,,0,0.0,0.0,,,5,0.0,0.0,,
15563553,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0
15564661,0,,,,,0,,,,,5,,,,
15564706,0,,,,,0,,,,,5,,,,
15564782,0,,,,,0,,,,,5,,,,
15564882,4,0.0,0.0,,,0,0.0,0.0,,,5,0.0,0.0,,
15564911,4,,,,,0,,,,,5,,,,
15566333,60,64.0,54.0,28.0,41.0,58,61.0,53.0,46.0,25.0,62,63.0,54.0,27.0,30.0
15567466,4,0.0,36.0,13.0,5.0,0,0.0,18.0,20.0,6.0,5,0.0,22.0,13.0,11.0
15568134,43,24.0,33.0,5.0,29.0,21,42.0,16.0,18.0,11.0,42,33.0,35.0,41.0,13.0
15568333,53,19.0,45.0,28.0,27.0,77,48.0,36.0,29.0,25.0,56,17.0,26.0,27.0,22.0
15569561,0,,,,,0,,,,,5,,,,
15571194,48,43.0,50.0,39.0,38.0,49,64.0,39.0,43.0,34.0,52,41.0,51.0,38.0,31.0
15573283,20,0.0,0.0,,,0,0.0,0.0,,,5,0.0,0.0,,
15573331,20,6.0,3.0,13.0,21.0,43,15.0,3.0,3.0,17.0,5,6.0,3.0,13.0,17.0
15573381,0,,,,,0,,,,,5,,,,
15573396,0,0.0,0.0,17.0,2.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
15573450,0,0.0,,,,0,0.0,,,,5,0.0,,,
15574199,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0
15574231,0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0
15574328,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0
15574508,4,0.0,0.0,,,0,0.0,0.0,,,5,0.0,0.0,,
15574941,4,0.0,0.0,2.0,,0,0.0,3.0,0.0,,5,0.0,0.0,0.0,
15575052,4,,,,,0,,,,,5,,,,
15575232,4,0.0,0.0,,,0,0.0,0.0,,,5,0.0,0.0,,
15575327,0,0.0,0.0,,,0,0.0,0.0,,,5,0.0,0.0,,
15576194,4,0.0,0.0,13.0,2.0,0,0.0,0.0,0.0,3.0,5,0.0,0.0,0.0,0.0
15576292,7,24.0,16.0,5.0,14.0,18,19.0,16.0,13.0,11.0,41,22.0,14.0,16.0,13.0
15577444,29,17.0,32.0,30.0,29.0,17,18.0,38.0,31.0,31.0,32,7.0,47.0,41.0,21.0
15585114,40,57.0,29.0,41.0,12.0,78,54.0,32.0,41.0,33.0,79,16.0,28.0,44.0,9.0
15586536,0,0.0,,,,0,0.0,,,,5,0.0,,,
15586914,9,9.0,8.0,7.0,,8,10.0,8.0,6.0,,9,9.0,7.0,8.0,
15586949,10,9.0,8.0,7.0,5.0,9,10.0,8.0,6.0,5.0,10,10.0,6.0,8.0,5.0
15587166,4,0.0,0.0,13.0,7.0,0,0.0,0.0,0.0,3.0,5,0.0,0.0,7.0,6.0
15587533,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
15588389,59,41.0,6.0,4.0,24.0,46,8.0,7.0,27.0,20.0,28,39.0,32.0,26.0,4.0
15588620,26,25.0,22.0,22.0,20.0,26,26.0,23.0,19.0,16.0,27,23.0,21.0,20.0,16.0
15588691,6,6.0,23.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15588711,29,29.0,25.0,30.0,13.0,17,7.0,30.0,12.0,8.0,32,26.0,17.0,15.0,12.0
15588800,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15589362,20,14.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15589411,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15589591,46,4.0,6.0,38.0,24.0,67,52.0,7.0,33.0,20.0,72,51.0,39.0,4.0,4.0
15589738,46,15.0,14.0,14.0,18.0,7,59.0,14.0,4.0,20.0,72,15.0,11.0,26.0,11.0
15590555,68,25.0,43.0,35.0,42.0,72,26.0,49.0,47.0,14.0,32,54.0,21.0,43.0,27.0
15590761,20,14.0,36.0,13.0,3.0,43,15.0,18.0,20.0,17.0,15,2.0,22.0,13.0,17.0
15590793,56,38.0,9.0,38.0,16.0,53,11.0,9.0,17.0,7.0,22,50.0,16.0,18.0,2.0
15592096,72,65.0,54.0,42.0,20.0,74,56.0,53.0,46.0,16.0,76,63.0,54.0,42.0,16.0
15592696,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15594113,68,25.0,43.0,35.0,23.0,72,26.0,49.0,47.0,19.0,32,54.0,21.0,43.0,27.0
15595607,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15595823,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15595950,6,4.0,23.0,4.0,21.0,5,6.0,4.0,20.0,17.0,7,6.0,22.0,4.0,17.0
15599768,4,0.0,0.0,2.0,4.0,0,0.0,3.0,0.0,3.0,5,0.0,0.0,6.0,5.0
15601640,17,18.0,16.0,29.0,28.0,39,19.0,16.0,41.0,26.0,46,8.0,14.0,15.0,23.0
15605297,63,50.0,13.0,12.0,19.0,60,51.0,13.0,11.0,9.0,67,47.0,49.0,21.0,10.0
15605301,7,24.0,33.0,20.0,14.0,18,19.0,16.0,13.0,11.0,41,22.0,14.0,16.0,13.0
15605987,38,39.0,31.0,27.0,25.0,42,34.0,27.0,25.0,22.0,29,32.0,33.0,25.0,6.0
15606239,17,35.0,16.0,20.0,14.0,39,19.0,33.0,13.0,11.0,46,30.0,14.0,16.0,13.0
15607180,4,4.0,,,,0,6.0,,,,5,6.0,,,
15607335,17,35.0,16.0,5.0,14.0,39,19.0,16.0,13.0,11.0,46,30.0,14.0,16.0,13.0
15608355,11,10.0,24.0,3.0,22.0,10,27.0,3.0,3.0,2.0,11,18.0,38.0,9.0,18.0
15608953,23,21.0,19.0,20.0,18.0,23,22.0,20.0,16.0,7.0,24,20.0,18.0,18.0,23.0
15609885,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15610774,32,32.0,28.0,29.0,8.0,31,31.0,29.0,30.0,26.0,35,28.0,34.0,29.0,23.0
15611791,46,,,,,5,,,,,5,,,,
15612283,61,12.0,12.0,11.0,33.0,62,14.0,12.0,11.0,9.0,14,14.0,44.0,12.0,10.0
15615042,6,6.0,36.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15615081,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15615589,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15615776,6,4.0,0.0,2.0,4.0,5,0.0,4.0,4.0,3.0,7,0.0,22.0,4.0,6.0
15617305,64,53.0,38.0,32.0,37.0,61,52.0,48.0,39.0,28.0,65,56.0,37.0,31.0,25.0
15618614,28,13.0,21.0,41.0,12.0,28,54.0,32.0,41.0,33.0,30,58.0,28.0,26.0,9.0
15623649,71,50.0,22.0,28.0,29.0,72,45.0,43.0,31.0,31.0,66,52.0,47.0,34.0,21.0
15629759,15,15.0,14.0,14.0,39.0,15,16.0,26.0,16.0,10.0,16,8.0,11.0,7.0,23.0
15632120,45,21.0,19.0,20.0,14.0,78,22.0,20.0,16.0,4.0,49,20.0,31.0,22.0,13.0
15632282,23,21.0,19.0,27.0,9.0,23,22.0,20.0,16.0,7.0,24,20.0,31.0,5.0,8.0
15632371,58,22.0,,,,74,25.0,,,,59,14.0,,,
15633329,39,37.0,31.0,27.0,5.0,35,35.0,34.0,28.0,4.0,40,37.0,30.0,22.0,12.0
15636411,9,9.0,8.0,6.0,6.0,9,10.0,8.0,26.0,5.0,9,10.0,7.0,24.0,5.0
15636958,38,22.0,31.0,27.0,5.0,42,34.0,27.0,26.0,5.0,38,32.0,30.0,22.0,19.0
15638906,45,21.0,31.0,27.0,5.0,45,22.0,20.0,16.0,21.0,49,20.0,31.0,22.0,19.0
15638932,38,22.0,31.0,27.0,5.0,42,34.0,27.0,28.0,22.0,38,32.0,30.0,22.0,6.0
15638968,4,0.0,0.0,0.0,,0,0.0,0.0,0.0,,5,0.0,0.0,0.0,
15639020,20,6.0,36.0,13.0,,43,6.0,18.0,20.0,,7,6.0,22.0,13.0,
15639171,20,6.0,31.0,12.0,18.0,43,6.0,2.0,16.0,2.0,7,37.0,22.0,26.0,8.0
15639216,38,22.0,31.0,27.0,6.0,42,34.0,27.0,6.0,5.0,38,32.0,30.0,22.0,21.0
15639294,5,5.0,5.0,,,0,0.0,0.0,,,6,5.0,0.0,,
15639331,38,22.0,31.0,27.0,6.0,42,34.0,27.0,6.0,5.0,38,32.0,30.0,22.0,19.0
15640893,20,6.0,23.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15641926,4,6.0,31.0,12.0,18.0,43,6.0,2.0,16.0,2.0,40,37.0,22.0,26.0,8.0
15645825,20,6.0,0.0,,,43,6.0,18.0,,,7,0.0,22.0,,
15651438,20,6.0,36.0,13.0,21.0,5,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15652529,6,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15653288,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15653432,20,6.0,36.0,13.0,21.0,43,6.0,18.0,20.0,17.0,7,6.0,22.0,13.0,17.0
15653927,6,,,,,0,,,,,5,,,,
15655801,9,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,9,10.0,6.0,8.0,19.0
15656223,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,9,10.0,7.0,8.0,5.0
15656435,6,15.0,,,,5,25.0,,,,7,15.0,,,
15656826,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,6.0,8.0,5.0
15658013,4,0.0,0.0,2.0,21.0,0,0.0,0.0,0.0,17.0,5,0.0,0.0,0.0,17.0
15662776,58,52.0,44.0,36.0,1.0,60,51.0,43.0,35.0,1.0,70,53.0,48.0,34.0,1.0
15668309,72,50.0,54.0,35.0,29.0,74,45.0,38.0,31.0,31.0,76,52.0,47.0,41.0,16.0
15668497,63,52.0,46.0,37.0,36.0,60,51.0,47.0,38.0,32.0,67,55.0,48.0,36.0,30.0
15668869,10,9.0,8.0,7.0,7.0,9,10.0,8.0,6.0,5.0,10,10.0,7.0,8.0,5.0
15669682,9,8.0,7.0,6.0,,8,9.0,2.0,2.0,,9,9.0,18.0,8.0,
15672263,28,28.0,42.0,23.0,4.0,28,28.0,24.0,22.0,6.0,30,25.0,23.0,10.0,7.0
15672269,17,7.0,11.0,20.0,12.0,39,54.0,11.0,9.0,33.0,18,16.0,10.0,26.0,12.0
15673454,63,52.0,44.0,12.0,19.0,60,51.0,13.0,38.0,32.0,67,47.0,49.0,36.0,30.0
15673715,64,55.0,47.0,32.0,,48,38.0,50.0,33.0,,51,40.0,36.0,30.0,
15673867,4,14.0,3.0,3.0,3.0,3,15.0,3.0,3.0,2.0,15,2.0,3.0,3.0,3.0
15673925,4,14.0,3.0,2.0,4.0,3,15.0,0.0,2.0,2.0,3,2.0,3.0,4.0,2.0
15674083,4,38.0,28.0,14.0,,31,31.0,14.0,7.0,,35,28.0,34.0,10.0,
15674262,3,14.0,3.0,3.0,3.0,3,15.0,3.0,3.0,2.0,15,2.0,3.0,3.0,3.0
15674269,46,4.0,21.0,14.0,12.0,7,54.0,44.0,41.0,33.0,72,60.0,28.0,4.0,9.0
15674282,28,28.0,42.0,10.0,4.0,28,28.0,24.0,37.0,6.0,30,25.0,23.0,10.0,7.0
